OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment,review_topics
2,BA treat normal practice,London Moscow I supposed travel BA 233 today I previous flight coming Dallas little late As soon no one met arrival I assumed I plenty time not rush gate When I arrived gate 5 min closing lady said BA moved another flight flight full previous plane delayed I really surprised lot passenger still gate I not last one I asked company compensate cancellation I miss another connecting flight Moscow She said company not compensate anything not company fault After said I not listening cancel next flight BA transferred BA 235 I asked said I listen Ill understand I listened could not understand thing still Why no one met arrival risk late Why admitted plane full place given someone else without asking Why least didnt say sorry even continued insist version not fault company Is really something BA treat normal practice,Business Class,4,4,1,1,0,3,4,"['Refund & Compensation Disputes', 'Flight Delays & Cancellations']"
2,aircraft old outdated,Munich Cape Town via Heathrow The aircraft old outdated TV screen uncomfortable seat air conditioning system settle dust air vent Food ok nothing exciting breakfast served started way late time food served no time serve tea coffee,Economy Class,2,4,3,3,0,2,3,"['Food and Beverage', 'Baggage Problems']"
4,cancelled due technical issue,We booked flight London City LCY Geneva GVA summer holiday The flight early 710 We turned airport met huge queue check After waiting half hour headed security The airport packed hardy sit After two hour time gate number appear didnt A mere 5 minute flight scheduled depart still no information panicking didnt know gate number thought going miss flight We found flight fact cancelled due technical issue aircraft fact flying Venice hour prior Chaos followed met passenger travelling BA also flight Frankfurt cancelled A huge crowd people appeared help desk Luckly rebooked onto later flight also delayed hour,Economy Class,4,3,3,2,0,3,2,"['Flight Delays & Cancellations', 'Airline Staff & Ground Services']"
3,Club Europe seat joke,I flew British Airways Club Europe London Gatwick Malta International Airport I dont know paid double economy fare per person seat exactly economy class apart lavish table middle 2 seat You get blanket cushion nicer food economy access lounge come Barclays travel deal anyway I enjoyed food plane sister friend flew u pescetarian mean eats fish not meat crew said thats no problem gave disgusting baguette tomato didnt like no choice Complete waste money I loved chocolate cake best Ive To conclude BA club Europe waste money seat exactly economy class paying travel comfort luxury The Club Europe seat joke,Business Class,3,5,5,1,0,2,3,"['Food and Beverage', 'Seating Comfort']"
5,cabin crew excellent,Flew British Airways London Heathrow Larnaca Cabin crew excellent Cheerful helpful Food drink good Let aircraft Business class seat identical economy Little recline IFE not working whole plane whole flight In case IFE one small screen bulkhead no choice content Business cabin normally row 1 thru 9 extended back row 14 meaning share two lavatory economy section Flight left late arrived almost time An OK flight business offer not worth extra cost Would recommend BA not route Boarding outbound inbound flight chaotic priority going family baby many,Business Class,1,5,3,2,0,5,1,['Food and Beverage']
1,crew average,Prague Singapore via Heathrow British Airways Not good experience flying BA Will never book Website allowed book connecting flight 1 hour 40 minute spare This not sufficient time change terminal especially kid We not miss flight run fast make 25 year old toddler There no airport stroller available prepared carry child Crew average food terrible not enough At destination didnt deliver stroller,Economy Class,3,1,1,3,0,1,1,"['Food and Beverage', 'Baggage Problems']"
3,seat dirty ripped,Flew British Airways Phoenix London Heathrow Im trying research whether Phoenix route plane ancient The business class seat dirty ripped entertainment system terrible lounge first business customer embarrassing BA airline fly Phoenix direct LHR need serious rethink poor standard condition plane Next time I fly different airline transfer via Chicago Dallas,Business Class,1,2,2,1,0,2,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
4,like no frill airline,Gatwick Marrakech family 7 day holiday First timer British Airways Pros Flight time Comfortable seat generous luggage allowance Easy online checkin 24 hr Pleasant flight Con Meal I thought would provide proper hot meal ie rice curry however route London Marrakech vice versa one type cold meal sandwich served Also small chocolate dessert biscuit usual tea coffee drink provided Unfortunately I could not meal I not eat anything added sugar Toilets Only saw 2 toilet rather used busy EntertainmentTV none I expected seat builtin TVs kid could busy entertained This like no frill airline Thankfully kid tablet Staff Okay could bit friendly approachable A smile would make difference Return flight Airplane bit dirty I noticed crips bag tucked chair Overall 3 star airline opinion,Economy Class,4,3,3,3,0,2,3,"['Food and Beverage', 'Baggage Problems']"
2,no longer life expectation,Heathrow Belfast British Airways Boarded 12 noon 1255 take After delay informed technical fault engineer called We offered water soft drink initially We finally took 3pm meant sitting plane 3 hour time not offered anything eat It quite disgraceful BA Once airborne served tea coffee alcoholic drink choice potato crisp Is BA reduced This airline definitely no longer life expectation I not flying At least low cost airline least buy food,Economy Class,4,2,3,2,0,1,3,"['Overpriced & Poor Value for Money', 'Baggage Problems', 'Refund & Compensation Disputes', 'Food and Beverage', 'Flight Delays & Cancellations']"
5,doesnt cut mustard longer,I upfront say flight London Heathrow Boston exceeded expectation mainly due cabin crew Over year British Airways first gone far downhill Im afraid cant compete anymore neednt issue I see resolvable However return leg like flying Ryanair There 13 people cabin There no slipper 2 menu item I requested word crew invisible arrive verging inedible due sauce lumpy near warm The chocolate lava cake contained no lava quite one burn cool food time beyond My father waited entire flight asked 3 seperate occasion headset convertor We not asked wanted woken breakfast I missed assuming I would woken There palpable tension crew confirmed leaving flight overheard member crew comment happier get away crew passenger Once disembarked aircraft 25 minute could get airport door not unlocked Finally collect suitcase I say present arrived baggage reclaim find 2 4 broken wheel BA subsequently supplied 2 new replacement suitcase When comparing service food Virgin UC USA Etihad First east bound BA doesnt cut mustard longer Im afraid Such shame seat bed great pay extra service food isnt forthcoming varies flight flight,First Class,5,2,5,1,0,1,3,"['Overpriced & Poor Value for Money', 'Baggage Problems', 'Airline Staff & Ground Services', 'Food and Beverage', 'Flight Delays & Cancellations']"
1,no longer competes service,Berlin TXL London Heathrow British Airways After purchasing ticket I could not preselect seat assignment despite one world sapphire status I called BA 3 time The first 2 time agent stated would select seat later assignment dropped system After third call agent emailed explained due fare category despite status no preselection could made At checkin I spent 45 minute online trying pay junkfee single piece luggage Again I call BA 3 time get bag checked onto flight 2 call undo mistake first agent made applying junkfee luggage return flight instead outbound The second call get refund rebook junkfee The third call complain spending 2hours checking correcting BAs mistake I spoke supervisor offered comp luggage no one ever bothered credit junk fee The BA lounge TXL small not toilet There no warm food item offer I find service good Boarding commenced farthest point Berlin Tegel BA Lounge Flight okay minimal amenity BA not not compete price amazingly no longer competes service,Economy Class,1,2,2,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Refund & Compensation Disputes', 'Baggage Problems']"
4,decline BA level service,Warsaw London Heathrow I fly route regularly I noticed decline BA level service Boarding Warsaw chaotic No priority boarding rule enforced basically boarding started everone time no matter fly premium frequent flyer New BA short haul seat not really comfortable fine 1h flight get uncomfortable longer Same concern meal provided Crisps drink no possibility buying food not enough 25h flight I would rather cut free alcohol decent sandwich possiblity buy food necessary On plus side cabin service well trained attentive The WAW LON route served carrier including budget one I hard time justify paying premium fly BA route future,Economy Class,3,4,2,2,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
4,aging BA B747 aircraft,Manchester New York via Heathrow We bumped BA connecting flight Manchester London Heathrow put American Airlines B777300 via LHR Whilst I would agree staff AA see passenger necessary evil particularly lowest low standard economy amount room seat far better option aging BA B747 aircraft The food drink served AA flight also better served BA At least coffee AA came coffee shop style cup not feeble paper cup BA provided 2 sip gone drink Im going booking trip anniversary early next year Boston I think Ill book Icelandair would avoid 20 min taxiing runway 20 minute circling time,Economy Class,2,2,1,3,0,3,4,"['Food and Beverage', 'Baggage Problems']"
3,experience really declined,The British Airways experience really declined past 5 year I often fly business class least premium economy The Boeing 787 awesome Clean spacious excellent technologymedia option However staff service declined Rarely staff seem interested job automatic pilot We travel 3 child stroller become real problem Firstly gave 5 kg maximum weight Try getting 5 kg stroller work Canadian weather So bought new Light stroller however noticed extreme wait time stroller brought gate flight end Try travelling 23 year old chaos terminal 5 summer month without stroller With tight 1 hour lay waited 25 minute stroller reason got ground staff forgot older caring pilot went stair get The younger staff could care less left u 2 family alone waiting They could learn lot pilot Also every single flight journey ended leaving 14 hour late mixed blessing made layover The good lounge board suffered well Anyway improve I fly 5 family member every year Italy time using KLM Lufthansa another bonus u avoid Heathrow terminal 5,Premium Economy,5,2,1,1,0,3,5,"['Food and Beverage', 'Airline Staff & Ground Services', 'Baggage Problems', 'Flight Delays & Cancellations']"
4,BA declined significantly,Flew Malta London First plus point Generous luggage hand luggage allowance even One World Sapphire member also allowed prebooking seat including emergency exit row no charge lounge access So far good new style leather seat whilst smart looking hard 3 hour flying without ability recline No entertainment apart BA flight Magazine inflight shopping magazine What really let British Airways though food beverage service One albeit fresh sandwich drink No tea coffee service crew fast became invisible meal served The flight crowded meaning overhead luggage space premium negative effect generous hand luggage policy came play On basis trip BA declined significantly since I last flew offering basic level service,First Class,2,2,3,3,0,1,1,"['Food and Beverage', 'Baggage Problems']"
1,First Class total wate money,Philadelphia London Heathrow British Airways First Class Same issue last post I buy First ticket relax hard week work BA upgraded family small child eat takeout food lounge disturb cabin plane This situation happens repeatedly travelling paid First Class BA total wate money I trip airline value premium passenger,First Class,4,4,5,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,customer service representative unhelpful,We booked return honeymoon British Airways Naples London Gatwick due occassion upgraded club class also paid extra ensure seated together Two week travel decided split seat without informing u I found checking Advanced passenger information needed provided online I obviously complained explaining exactly trip specifically paid extra ensure seated together recommended website Their response simply could not guarantee seat due operational safety reason wouldnt tell chosen change seat two week operational reason The customer service representative unhelpful refusing look moving individual traveller staff airport rude unhelpful My wife nervous flyer well stress anxiety actually really ruined honeymoon wife reduced tear day travelled BA couldnt care less wouldnt even give address write complain Awful customer service,Business Class,3,3,1,1,0,3,1,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Seating Comfort']"
3,choice mini Kitkat mini mar bar,Abuja London Heathrow This flight took landed time The jack new style headphone didnt fit socket I wanted listen anything I sit hold jack place There no toothbrush toothpaste included little package left seat customer The meal served landing choice mini Kitkat mini mar bar A far cry scone jam cream couple year ago even worse bruschetta mini breadstick tomato salsa packet mixed nut 2 celebration couple month ago Dont even get started disgusting muffin replaced salmon egg roll meal landing outward journey The toilet not checked often I inform cabin crew no toilet roll left Very disappointing,Economy Class,3,3,3,2,0,1,2,"['Food and Beverage', 'Seating Comfort']"
5,hope experience not repeated,London Heathrow Istanbul return The outbound flight delayed approx 25 hour frustrating Boarding flight another hassle far bussed terminal aircraft confusion around seating arrangement Once finally ground onboard entertainment great flight quite smooth The food terrible tomato egg sandwich little tit bit Return leg time check queue horrendous The flight left time board entertainment struggle not individual monitor offered tomato egg sandwich meal I hope experience not repeated October trip Caribbean either way I come back give honest opinion We flying Premium Economy expect far fewer complaint Lets wait see,Economy Class,4,5,4,3,0,1,3,"['Food and Beverage', 'Baggage Problems']"
3,bag not arrive Dublin,I booked travel British Airways Heathrow Dublin airport Ireland I arrived airport within permitted checkin time held longer anticipated queue I went checkin bag drop counter staff ignored good minute conducted personal conversation one colleague I asked place bag onto conveyor belt issued boarding pas baggage receipt The woman behind counter took boarding pas back moment I asked problem She nodded said computer system would not let board bag offloaded even though bag still conveyor belt issued boarding pas After 15 min told take bag go different area help It bizarre I joined second queue helpful man explained first person I dealt not checked correctly due timing He made telephone call flight delayed almost one hour told not worry make way security gate Boarding not efficient One would expect better BA The queue poorly managed The cabin crew one exception frosty functional One cabin crew member older lady superb I saw help young mum baby answering question 2 Japanese people limited English This member cabin crew superb representative airline My seat not clean crumb floor The captain made clear announcement nice dropdown screen show route flight A cup tea small packet crisp offered My bag not arrive Dublin I join queue Swissport This nightmare started A uniformed woman said represented BA told bag would likely not arrive tomorrow I asked bag would next flight said no suggested I leave airport courier would deliver bag I staying I took advice receive automated email evening inform bag indeed placed next flight Over next day nightmare began I spent many hour calling Swissport courier DPD To fair DPD staff helpful told reference number Swissport wrong Swissport insisted reference number correct,Economy Class,3,2,1,2,0,2,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Baggage Problems', 'Food and Beverage']"
5,A380 unconscionably crammed,Flew London Heathrow Washington DC The Business Class Cabin British Airways A380 unconscionably crammed seven seat per row Most international carrier Ive flown limit no four five seat per row Business Class In BA configuration passenger middle row trapped seat seatmate choses extend seat flatbed Also seat lack storage space save tiny drawer suitable no pair shoe seat claustrophobically narrow By far worst Business Class seat Ive ever encountered,Business Class,1,3,3,3,0,3,4,"['Food and Beverage', 'Flight Delays & Cancellations', 'Seating Comfort']"
1,no respect economy traveller,I fly route 34 time year unfortunately no competition Air Canada Ive occasional problem rude staff freezing plane poor service generally satisfied On last flight week ago plane internally reconfigured placed large metal box foot area every third seat take approximately 13 space fully restrict movement foot therefore leg entire journey normalsized adult I attached photo foot trapped space I offered send BA photo apparently not interested ignored offer along content complaint see The discomfort caused reduced foot space compounded delay 15 hour I not blame airline meaning I spent 8 hour position rather 65 hour Then arrival steerage learned prelanding snack replaced funsize chocolate bar approximately 2 inch size As result I arrived starving go eat somewhere 10pm would brought food flight I known miserly costcutting measure advance I wrote complain aspect flight primarily lack foot space new configuration cant easily remedied put using airline I ended complaint saying I distinct impression no respect economy traveller Ive received response clearly cutandpasted reply 15 hour delay completely ignoring content complaint indicating not even read confiming impression contempt experience people economy Which particularly shortsighted u soon travelling higher class due change circumstance wont forget treated,Economy Class,1,2,2,1,0,1,2,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Refund & Compensation Disputes', 'Flight Delays & Cancellations']"
1,fly wreck,Outbound Heathrow Frankfurt ancient British Airways 767 old business class seat etc Aircraft filthy dirty wire hanging Why fly wreck Inbound Frankfurt Heathrow A319 British Airways temerity call blocking middle economy seat metal tray Club Europe The seat narrow uncomfortable economy seat The flight attendant grumpy rude sullen I accept short flight British Airways get away calling Business Class beyond They cited trade description I wonder BA senior executive bother fly socalled Premium Classes,Business Class,1,1,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Seating Comfort']"
2,not provided service flight I paid,Dublin San Francisco via Philadelphia My international BA business class return flight rebooked BA American Airlines Instead second leg flight fully reclining seat movie electronics lot space advertised paid like first flight second leg domestic flight business class seat reclined 4 no movie no electronics etc older plane It would fine I not paid top dollar amenity I submitted complaint asked partial voucher no avail The customer service personnel told thing conflict documented conversation The final straw I contacted travel agent call BA behalf BA told would not refund anything voluntary upgrade Really BA changed flight rerouted less amenity What irrating cost 4000 ticket I not provided service flight I paid False advertising,Business Class,1,3,4,2,0,3,1,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Seating Comfort', 'Food and Beverage']"
3,experience BA awful,Mexico Amsterdam via London British Airways Awful experience My baggage delayed since Tuesday 2 August told 2 piece lugagge going arrive next day Ive waiting nothing received yet I even paid upgrated seat ensure good care luggage given however everything dissapointing My first experience British Airways awful,Premium Economy,3,3,1,1,0,3,1,['Baggage Problems']
1,cello seat need ESTA visa,I flying Zurich Baltimore via London cello booked one seat extra seat cello The booking made online verified phone directly British Airways I asked BA customer support agent cello booking would okay told no problem additional seat booked simply turn checkin no problem BA denied boarding system required not also cello seat need ESTA visa They unable distinguish passenger cello system After 3 hour stress checkin denied boarding quoted 4000 rebook ticket leg journey I made official complaint replied basically confirming no refund I appalled total lack customer service never fly,Economy Class,3,3,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes']"
5,service variable,Bengaluru London Heathrow British Airways World Traveller Started badly checkin gate boarding World Traveller passnegers made feel secondclass citizen seemed worse Bengaluru choatic Heathrow The plane packed capacity probably direct carrier route World Traveller 3x3x3 configuration I chosen aisle seat centre seat 38D rear minimise risk disturbance passenger Leg room actually pretty good economy new style seat plenty space underneath Seat width OK The adjustable headrest better Premium Economy World Traveller Plus although seat base hard For 10 hour flight I recommend sitting cushion Service variable VOD seat not work I could get map one staff reset quite grudgingly I felt 3 time without success Thankfully senior staff member able find unoccupied seat 3 hour takeoff To expected put seat without VOD 10 hour ridiculous BA not check flight Plenty food breakfast 2hrs snack box 5hrs lunch 8hrs unfortunately I thought sitting rear would mean served first not case time got row choice gone No connectivity seat earphone socket VOD choice quite limited compared airline Unfortunately I think British Airways overtaken day look Middle Far Eastern carrier future,Economy Class,4,3,1,3,0,3,2,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Seating Comfort']"
5,lack lustre flying experience,Flew Bangkok London Its year since I regularly flew business class British Airways I always used look forward big seat boozy afternoon watching movie treated little bit special Fast forward lounge generally borrowed airline make feel like second class citzien plane tired worn interior reflected passenger dissapointment generally lack lustre flying experience For better value added smile Ive found premium economy offering must better value money,Business Class,3,3,2,2,0,3,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,lost customer,On recent British Airways flight Mauritius London decided pay upgrade Only find got plane seat given u not functional We no entertainment 12 hour flight no power seat could not even read British Airways not willing offer u refund upgrade advise responsibility get u A B The entertainment system additional not part ticket price Even though looking website state personal entertainment system noisereducing headphone one selling point upgrading flying premier economy The fact not even get watch security video not concern BA As someone fly BA lot lost customer not care I would avoid flying BA Terrible service,Premium Economy,1,1,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,meal 3 sandwich stodgy cake,Glasgow Lisbon via London Heathrow British Airways Checked time informed board would delay 1 hour Once board delay became 2 hour missed connecting flight Lisbon Were booked next flight could not get seat together club Europe despite high fare paid The meal comprised 3 sandwich stodgy cake Arrived Lisbon several hour late Pathetic No one London tell u happening arrived terminal 3 lounge,Business Class,1,2,1,1,0,1,3,"['Food and Beverage', 'Airline Staff & Ground Services', 'Baggage Problems']"
1,customer service advisor disinterested,British Airways ruined holiday We flight Edinburgh Prague via Heathrow booked flight 70 minute late arriving LHR Therefore missed connecting flight approached BA customer service desk help customer service advisor disinterested smug extremely unhelpful He even said favour booking another flight,Economy Class,2,2,2,1,0,3,1,"['Airline Staff & Ground Services', 'Baggage Problems']"
1,Shocking customer service,We travelled Aberdeen Heathrow San Francisco no issue poor legroom Even less legroom local flight Europe Ryanair 10 hour flight On return journey first flight San Francisco Heathrow delayed Once plane flight ready go delay gate staff somehow mixed boarding pass discrepancy So physically check several passenger make sure said Very scary view security situation Then row 3 seat no inflight entertainment row 28 The first flight attendant talked fobbed u age eventually admitted could not fix Then next level flight attendant tried finally flight director came see u offered u alcoholic drink So travelled 10 hour no entertainment On landing Heathrow next flight Aberdeen also delayed one hour On complaining BA eventually replied offering u voucher 20 pound Not much use intend never fly BA Shocking customer service Avoid Heathrow particularly BA Heathrow,Economy Class,1,3,3,3,0,4,1,"['Flight Delays & Cancellations', 'Food and Beverage', 'Seating Comfort']"
4,definitely not worth,We spent extra upgraded First fly London Heathrow Dallas Fort Worth It definitely not worth The 777 smaller first class seat expanded number seat There around 20 Cabin crew young clearly without enough experience Quite unhelpful took long time get meal taught everyone individually That doesnt work expanded number passenger Cabin crew clearly felt responsibility feed u They disappeared lunch many hour time tea Which meal less adequate used Club Further First Class food far first class Fewer choice provided not good Very disappointing First Class BA used restful food decent,First Class,3,1,5,2,0,2,3,['Food and Beverage']
3,not BAs finest hour,Basel London Heathrow British Airways At 1130am I recieved text telling flight BA755 departing 1810 cancelled 70 minute later I recieved second message telling I rebooked flight BA749A departing 2155 On arrival Basel airport I discovered club class check double general enquiry point After wait 30 minute whilst stream economy passenger query dealt rude unhelpful agent checked I asked seat 2C I prebooked cancelled flight available told no I allocated seat 3C allocation could not changed Seat 2C remained empty The business lounge least superior BA one I used outward journey independantly run Our incoming flight BA749 delayed leaving Heathrow finally landing 1125PM At 1030pm passenger informed business lounge Concierge must clear passport control line gate 1100pm airport close midnight rapid turnround needed The flight eventually pushed back stand 2350 I wonder ploy BA avoid paying compensation 3 hour delay On board met profuse apology captain cabin staff although no no reason delay given Certainly not BAs finest hour,Business Class,1,3,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Seating Comfort', 'Airline Staff & Ground Services', 'Food and Beverage', 'Flight Delays & Cancellations']"
3,never set foot another BA flight,London Heathrow Boston My complaint service rudeness British Airways boarding staff Priority boarding lane 50 people waiting no one line general boarding When I tried attract attention attendant addressed rudeness disregard His word not First class passenger kept ranting even I left station This not acceptable situation I not believe happened Will never set foot another BA flight,First Class,4,4,1,2,0,4,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations']"
1,no longer worth extra cost,Sadly British Airways Business Class London Heathrow Geneva no longer worth extra cost Im 185cm cant sit comfortably relax without sideways In addition Chamonix home London Telluride Colorado BA lost u customer quite year LHR DEN 777 service ridiculous seat forwardbackward seat configuration Business Class requires u someone else climb u get seat flight Therefore flew Air NZ much much better flight little inconvenient LAX 68 return flight year suffered longer United get destination BA Business bad Fortunately 747 LHR DEN service fly First Class using would take another airline route u move away ageing cabin staff extremely average service,Business Class,1,2,1,1,0,1,3,"['Food and Beverage', 'Baggage Problems']"
3,not value money,British Airways flight Amsterdam London Airbus 320 nothing special club europe seat legroom similar economy class not sell middle seat business I would not buy business class ticket club europe not worth I not understand everyone excited lounge T5 third time I packed family screaming kid almost fight seat not purpose business class lounge Onboard quickly found old plane dirty carpet torn upholstery seat Food poor dirty cutlery keep wanted dessert I took glass wine dinner I asked second one I told one finally fifteen minute came back new bottle The crew not make u feel valued customer business class BA club world not value money,Business Class,3,2,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,extremely disappointed,Im extremely disappointed British Airways service diminished My daughter arrived Milan airport today catch 6am flight London Heathrow connecting Mexico City She still airport 12 hour The fligth London cancelled There one person counter Milan no employee told passenger flight cancellation Customers furious screaming lonely representative British Airways not giving answer solving problem My daughter missed flight not offered meal hotel room given option fly Iberia Madrid connect Mexico City Her bag sent distant belt never told pick retrieve luggage This total disaster I also paid good seat long flight Mexico City I write complain wait refund British Airways excellent airline suddenly everything changed On last trip bag never arrived Heathrow I given short connection time therefore I lost next flight I encountered rude lady customer service counter I stay Heathrow get flight 24 hour later I never use improve change service,Economy Class,3,3,1,1,0,3,2,"['Overpriced & Poor Value for Money', 'Baggage Problems', 'Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Flight Delays & Cancellations']"
2,new club seating no better economy,London Heathrow Budapest British Airways I not choose BA flight It arranged cruise tour operator Online check ok Bag drop agent surly unhelpful Terminal 3 lounge chaotic Tables grubby cluttered dirty plate glass At 1000am morning food available stale croissant Servers lounge unhelpful reluctant produce champagne requested Boarding process BA chaos I come expect Why BA gate staff show much resentment towards premium passagers New club seating atrocious No better economy centre seat empty No drink offered boarding Economy passagers access past club section via narrow aisle carrying dragging oversized cabin baggage Late take due mix economy seat allocation late arrival passenger needing wheelchair assistance Seat uncomfortable Little legroom much recline available seat front The saving point cabin manager whose hardwork helpfulness not matched workshy crew Where BA recruit useless staff specially trained no customer focus BA certainly not airline choice Many lesson learned no frill competitor,Business Class,1,3,1,1,0,1,3,"['Food and Beverage', 'Flight Delays & Cancellations', 'Airline Staff & Ground Services', 'Seating Comfort']"
2,not worth every level,The British Airways Club Europe Business product dreadful value money The lounge Geneva airport fine busy previous flight delayed Boarding wasnt done priority free gate fine nothing special My real issue offering onboard no special seat middle seat three left free We served meal lettuce leaf two tomato two bit cheese piece chicken really BA To top remote stand Heathrow took long time get transfer bus u Just not worth every level,Business Class,1,4,3,1,0,2,3,"['Food and Beverage', 'Flight Delays & Cancellations']"
1,standard dropped dramatically,British Airways standard dropped dramatically My flight Heathrow New York JFK awful Passengers not given hand towel menu dinner service I given one choice meal The interior aircraft looked worn shoddy litter ground entering aircraft onboard entertainment system aircraft outdated say least limited choice available screen scratched kept flickering throughout flight Even blanket pillow looked though many wash The exterior aircraft also dirty unkept Staff board appeared far athletic British Airways falling far behind level service provided top tier Far East Middle Eastern airline Not impressed,Economy Class,1,1,1,1,0,1,1,['Overpriced & Poor Value for Money']
4,stop charging people extra,Flew London Heathrow Bangkok via Kuala Lumpur return We resented pay 66 reserve seat way back decided not principle I would suggest British Airways not behave like no frill airline name brand mean much cheap airline So please stop charging people extra booked paid I come back fly decided realise reputation honest airline not like cheap rate greedy airline I might one customer one customer review cant read many,Business Class,5,5,5,1,0,3,5,"['Overpriced & Poor Value for Money', 'Baggage Problems']"
2,Business class beware,Refusing pay 73 pp reserve seat Business Class stunt worthy Ryanair I checked two passenger online 20 minute online check opened find one seat row 7 row 11 There no option change seat no phone contact given I tried phone British Airways Kuala Lumpur office number given would not connect I went BA Office listed Kuala Lumpur find closed moved another location Ampang Park Still asked several people no one knew BA office Arriving airport I told flight full change seat might possible board proved case But I found next family three small child Although parent could amuse child always going difficult 13 hour flight It long night difficult flight The sight young child nappy wandering around not I expected business class All flight flying nursery I would rather forget I know reviewer site used acronym BA Better Avoid Business class beware,Business Class,5,5,5,1,0,5,5,"['Overpriced & Poor Value for Money', 'Seating Comfort']"
1,business configuration far personal,Having flown Emirates Thai A380 I high hope great experience British Airways Not The lounge Johannesburg packed space general claustrophobic Onboard I used personalised greeting warm smile glass two fine champagne within minute arriving It took BA cabin crew final second boarding offer drink certainly disappeared second drink could requested Business configuration far personal someone sitting directly opposite Seats extremely uncomfortable business class At meal time member cabin crew came kicked closed drawer part seat No decorum I better service easyjet Very difficult sleep person adjacent seat front mine climb leg get aisle Terrible No way BA,Business Class,1,1,1,1,0,2,2,"['Food and Beverage', 'Seating Comfort']"
2,appalling service received,Absolute appalling service received British Airways I morning flight Amsterdam London cancelled fog flight 10am even though weather clear 930 refused book another flight 10pm not even meal offered time I airport 7am till 9pm 14 hour told weather hand even though 10 flight London period I shocked treatment given way I held airline high esteem point I refused purchase flight via related since time even cheapest ticket direct route,Economy Class,2,1,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems']"
1,lost business forever,Can not believe bad British Airways We arrived early airport Kuala Lumpur catch flight London premium economy They would not allow u check online soon discovered The flight massively overbooked There 39 seat premium economy overbooked 10 There long queue passenger economy also could not get seat This utterly irresponsible Very people book long haul flight across world fail show without cancelling We told manager happens almost every night Not single employee British Airways manage situation It left poor Malaysia Airlines handling staff agent try deal They offered u economy seat another airline miserable compensation journey would take 7 hour longer They refused reasonable request give u upgrade way home offer form compensation It well airline want maximise profit good airline must care little passenger British Airways lost business forever,Premium Economy,1,1,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Refund & Compensation Disputes', 'Food and Beverage']"
8,not bad,Zurich London Heathrow British Airways The lounge Zurich fine Reasonable selection food booze albeit shared lounge Given number flight sector one wonder BA could not small personalised set But talking BA nothing normal Flight rammed I doubt could get field mouse plane full The plane left 25 minute late couple gin tonic way I could not care less Seats usual cramped 3 2 configuration unique BA regional business class A lousy set FAs friendly provided great customer service I complained high number economy passenger hijacking Club Europe WCs I not snob mean given I paid 450 one way ticket surely ease use loo not unreasonable FAs sympathetic I filled complaint card All not bad apart miserable seat not able get plane quickly,Business Class,1,5,2,3,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,didnt really pay attention,Flying Club Europe London City Berlin Tegel returning economy British Airways The outbound flight delayed nearly 1 hour However journey smooth enjoyable The food offered CE cabin delicious Flying back economy absolute nightmare Everything went wrong checking lounge access baggage claim extremely poor service relating missing luggage I done online check return flight Just went check counter drop luggage The check agent offered paper boarding pas later I discovered incorrectly issued She checked someone else happens last name mine After I dropped luggage I went business lounge I silver member I provided recepitionist paper boarding pas entrance declined Not surprising given fact gave wrong boarding pas However I showed receptionist silver status mobile app She didnt even look told membership downgraded system didnt investigate anything asked call BA I didnt bother When I queuing passport control I noticed destination shown boarding pas incorrect I approached BA staff gate immediately I cleared security BA staff shocked I checked someone elses name Wrong name Wrong flight etc They asked go correct gate immediately also told checked luggage wrong flight I might not back upon arrival LCY They gave new luggage tag After arriving LCY waited 20mins bag didnt show I approached baggage claim agent phone I explained situation didnt really pay attention asked stand next conveyor belt insisting luggage would arrive Again no investigation rushed service bit rude 3 day later no luggage still despite fact located luggage,Economy Class,3,4,1,1,0,4,1,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Baggage Problems']"
